Changes to be reflected on webiste,,Check Status,State Name,State Shortname,Entity,File Name,Google drive link,Document heirarchy,Parent file name,Source Link,Title length,ID as per document,Document title,Document short name,Type of Document/ Document Type-detail,Date of issuance,Year of Issuance,Petitioner,Respondents,Start year of consideration,End year of consideration,Document type,Sector,Sub-sector,Status,Issuing authority,Type of issuing authority,Additional tags,About document,Document format,Summary available on indiaredata.org,Sharmila's Comment,Amruta's Comments
,,,Andhra Pradesh,AP,,AP-ED-Wind-Wind-Policy-2018-Principal,https://drive.google.com/file/d/1SuPMhRiuTm1sy4nMDHPhJEkhgF7eMhZQ/view?usp=drive_link,Parent,AP-ED-Wind-Wind-Policy-2018-Principal,https://nredcap.in/PDFs/Pages/AP_Wind_Power_Policy_2018.pdf ,37,G.O.MS.No. 2,Andhra Pradesh Wind Power Policy-2018,Andhra Pradesh Wind Policy 2018-Principal,,3 Jan 2019,2019,,,3 Jan 2019,,Policy,Wind,Wind ,Active,APERC,Government Department,,,pdf,,,
,,,Andhra Pradesh,AP,,AP-ED-RE-RE-Policy-2018-Principal,https://drive.google.com/file/d/1DIISGtMG-95En5CXHbVyXXbgp48V9iFu/view?usp=drive_link,Parent,AP-ED-RE-RE-Policy-2018-Principal,https://nredcap.in/PDFs/Pages/AP_Wind_Solar_Hybrid_Power_Policy_2018.pdf,50,G.O.MS.No. 3,Andhra Pradesh Wind-Solar Hybrid Power Policy-2018,Andhra Pradesh RE Policy 2018-Principal,,3 Jan 2019,2019,,,3 Jan 2019,,Policy,RE,REC,Active,APERC,Government Department,,,pdf,,,
,,,Arunachal Pradesh,AR,,AR-ED-Small_Hydro-Hydro-Policy-2007-Principal,https://drive.google.com/file/d/1lsBirmQc521tAnyI1DiXJqqab5Ivy8TO/view?usp=drive_link,Parent,AR-ED-Small_Hydro-Hydro-Policy-2007-Principal,https://apserc.nic.in/pdf/state-small-hydro-power-policy-2007.pdf,48,No. PWRS/HPD/W-1305/2005,"Arunachal Pradesh Small Hydro Power Policy, 2007",Arunachal Pradesh Small Hydro Policy 2007-Principal,,24 Jan 2008,2008,,,7 Feb 2008,,Policy,Small Hydro,Hydro,Active,APSERC,Government Department,,,pdf,,,
,,,Assam,AS,,AS-ED-Small_Hydro-Hydro-Policy-2007-Principal,https://drive.google.com/file/d/1Z2AcsUhRpPmFqIA4xNK1f6mJH68mY13j/view?usp=drive_link,Parent,AS-ED-Small_Hydro-Hydro-Policy-2007-Principal,https://aerc.gov.in/subpage/1672142769.pdf,36,No. PEL.196/2002/199,"Assam Small Hydro Power Policy, 2007",Assam Small Hydro Power Policy 2007-Principal,,Mar 2007,2007,,,Mar 2007,,Policy,Small Hydro,Hydro,Active,AERC,Government Department,,,pdf,,,
,,,Bihar,BR,,BR-ED-RE-RE-Policy-2017-Principal,https://drive.google.com/file/d/1LI7XbSDH_PqczUlPGEbulPHrPVx8-2TV/view?usp=drive_link,Parent,BR-ED-RE-RE-Policy-2017-Principal,https://www.breda.bih.nic.in/Uploads/Policies%20_Act%20_%20Regulations/RENEWABE_ENERGY_POLICY_2017.pdf,57,No. Pra02/BREDA/Apra Niti-11/08,"Policy of Promotion of New Renewable Energy Sources, 2017",Bihar RE Policy 2017-Principal,,5 Jun 2017,2017,,,5 Jun 2017,,Policy,RE,RE,Active,BERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-RE-RE-Policy-2023-Principal,https://drive.google.com/file/d/18H3yDX60g803i3ntwh2ZTjYVLIBY8Kur/view?usp=drive_link,Parent,GJ-ED-RE-RE-Policy-2023-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Gujarat_Renewable_Energy_Policy-2023.pdf,36,G.R. No. REN/e-file/20/2023/0476/B1,Gujarat Renewable Energy Policy-2023,Gujarat RE Policy 2023-Principal,,4 Oct 2023,2023,,,4 Oct 2023,,Policy,RE,RE,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Solar-Solar-Policy-2009-Principal,https://drive.google.com/file/d/1m2nDMZV1KF-whLvda_6L-nzBUJ5EJLpP/view?usp=drive_link,Parent,GJ-ED-Solar-Solar-Policy-2009-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Solar_Power_policy_2009.pdf,32,G.R.No.SLR-11-2008-2176-B,"Gujarat Solar Power Policy, 2009",Gujarat Solar Policy 2009-Principal,,6 Jan 2009,2009,,,6 Jan 2009,,Policy,Solar,Solar,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Solar-Solar-Policy-2015-Principal,https://drive.google.com/file/d/1DzELbxYGM0-Eurc1S9V6Hc_a5TQUeWSD/view?usp=drive_link,Parent,GJ-ED-Solar-Solar-Policy-2015-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/2gujarat_solar_power_policy_2015.pdf,32,G.R.No.SLR-11-2015-2442-B,"Gujarat Solar Power Policy, 2015",Gujarat Solar Policy 2015-Principal,,13 Aug 2015,2015,,,13 Aug 2015,,Policy,Solar,Solar,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Solar-Solar-Policy-2015-1st_Amendment-2019,https://drive.google.com/file/d/1sA0nPAEsGTiZv2VOHCK2Om2koMwY11aB/view?usp=drive_link,Child,GJ-ED-Solar-Solar-Policy-2015-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Amendments_in_Gujarat_Solar_Power_Policy-2015_(For_MSME_Manufacturing_Enterprises).Pdf,49,G.R.No.SLR-11/2015/2442/B1,"Gujarat Solar Power(First Amendment) Policy, 2019",Gujarat Solar Policy 2015-1st Amendment,,26 Sep 2019,2019,,,26 Sep 2019,,Policy,Solar,Solar,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Solar-Solar-Policy-2015-2nd_Amendment-2020,https://drive.google.com/file/d/1rLrxguqEGecHuUYpi93dPtTWFY0AuMl8/view?usp=drive_link,Child,GJ-ED-Solar-Solar-Policy-2015-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Amenments_in_Gujarat_Solar_Power_Policy-2015_(1-Sep-2020).pdf,50,G.R. No. SLR-11/2015/2442/B1,"Gujarat Solar Power(Second Amendment) Policy, 2020",Gujarat Solar Policy 2015-2nd Amendment,,1 Sep 2020,2020,,,1 Sep 2020,,Policy,Solar,Solar,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Solar-Solar-Policy-2019-Principal,https://drive.google.com/file/d/1ic9DVmXW0HqymPgWakTcAvgMcrNw-s87/view?usp=drive_link,Parent,GJ-ED-Solar-Solar-Policy-2019-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/2Policy_for_Devlopment_of_Small_Scale_Distributed_Solar_Projects-2019.pdf,78,G.R. No. SLR-11/2019/51/B1,Gujarat Policy for Development of Small Scale Distributed Solar Projects- 2019,Gujarat Solar Policy 2019-Principal,,6 Mar 2019,2019,,,6 Mar 2019,,Policy,Solar,Solar,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Small Hydro-Hydro-Policy-2016-Principal,https://drive.google.com/file/d/1k-q8vXd3op7Uv5_-xkE5W5bMlmj6i6pc/view?usp=drive_link,Parent,GJ-ED-Small Hydro-Hydro-Policy-2016-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/GUJARAT_SMALL_HYDEL_POLICY_2016.pdf,32,G.R . No.MMH_11-2015-1342-B,Gujarat Small Hydel Policy- 2016,Gujarat Hydro Policy 2016-Principal,,28 Mar 2016,2016,,,28 Mar 2016,,Policy,Small Hydro,Hydro,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-RE-RE-Policy-2018-Principal,https://drive.google.com/file/d/1YGQOOgnAiwwPsTxHg3YQUPD-4CEddXP5/view?usp=drive_link,Parent,GJ-ED-RE-RE-Policy-2018-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/2Gujarat_Wind-Solar_Hybrid_Power_Policy-2018.pdf,43,G.R. No. SLR-11/2017/141/B1,Gujarat Wind-Solar Hybrid Power Policy-2018,Gujarat RE Policy 2018-Principal,,20 Jun 2018,2018,,,20 Jun 2018,,Policy,RE,RE,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-RE-Tariff-Policy-2021-Principal,https://drive.google.com/file/d/1ilPiBwCnlNOgboOocwQF7Wj6WmRQ_tGk/view?usp=drive_link,Parent,GJ-ED-RE-Tariff-Policy-2021-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/GERC_order_hybrid_policy_april_2021.pdf,43,Order No. 04 of 2021,Gujarat Wind-Solar Hybrid Power Policy-2021,Gujarat Tariff Policy 2021-Principal,,3 Apr 2021,2021,,,3 Apr 2021,,Policy,RE,Tariff,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Wind-Wind-Policy-2007-Principal,https://drive.google.com/file/d/1cvvnZhzWLZJTKcobcChYbEwjjziNnXUl/view?usp=drive_link,Parent,GJ-ED-Wind-Wind-Policy-2007-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/wind_power_policy2007.pdf,32,No. EDA-102001-3054-B,Gujarat Wind Power Policy – 2007,Gujarat Wind Policy 2007-Principal,,13 Jun 2007,2007,,,13 Jun 2007,,Policy,Wind,Wind ,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Wind-Wind-Policy-2007-1st_Amendment-2009,https://drive.google.com/file/d/1S56o6qUk6e0F0fI5eWfEbmP7cQkgcJa4/view?usp=drive_link,Child,GJ-ED-Wind-Wind-Policy-2007-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Amendment_of_wind_Policy.pdf,50,G.R. No. WND-11-2008-2321-B,Gujarat Wind Power(First Amenmdment) Policy – 2009,Gujarat Wind Policy 2007-1st Amendment,,7 Jan 2009,2009,,,7 Jan 2009,,Policy,Wind,Wind ,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Wind-Wind-Policy-2013-Principal,https://drive.google.com/file/d/1EapGRbfVH_-HoczpvbRsxswZY93osIhU/view?usp=drive_link,Parent,GJ-ED-Wind-Wind-Policy-2013-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Wind_Power_Policy-2013.pdf,32,G.R. No.EDA-102001-3054-B,Gujarat Wind Power Policy – 2013,Gujarat Wind Policy 2013-Principal,,25 July 2013,2013,,,25 Jul 2013,,Policy,Wind,Wind ,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Wind-Wind-Policy-2016-Principal,https://drive.google.com/file/d/1TBCUTbZEACI2l29Vvr3XaQ2Kj5L88I7C/view?usp=drive_link,Parent,GJ-ED-Wind-Wind-Policy-2016-Principal,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Gujarat_Wind_Power_Policy-2016.pdf,32,G.R.No.SLR-11-2016-164-B,Gujarat Wind Power Policy – 2016,Gujarat Wind Policy 2016-Principal,,2 Aug 2016,2016,,,2 Aug 2016,,Policy,Wind,Wind ,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Biomass-Biomass-Policy-2016,https://drive.google.com/file/d/1eHf8RU-acbdAexyBxqWFBttGOAWNdkcX/view?usp=drive_link,Parent,GJ-ED-Biomass-Biomass-Policy-2016,https://geda.gujarat.gov.in/gallery/Media_Gallery/Waste_to_Energy_Policy_2016.pdf,36,G .R. No.REN-11-2015-1343-B,Gujarat Waste to Energy Policy- 2016,Gujarat Biomass Policy 2016-Principal,,28 Mar 2016,2016,,,28 Mar 2016,,Policy,Biomass,Biomass,Active,GERC,Government Department,,,pdf,,,
,,,Gujarat,GJ,,GJ-ED-Biomass-Biomass-Policy-2022,https://drive.google.com/file/d/1ql1nXFudg2v7FWKPjg-W1fE3BwW-sN53/view?usp=drive_link,Parent,GJ-ED-Biomass-Biomass-Policy-2022,https://geda.gujarat.gov.in/Gallery/Media_Gallery/Gujarat-Waste-to-Energy-Policy-2022.pdf,36,G.R.No. WTE/11/2022/1316/B1,Gujarat Waste to Energy Policy- 2022,Gujarat Biomass Policy 2022-Principal,,2 Nov 2022,2022,,,2 Nov 2022,,Policy,Biomass,Biomass,Active,GERC,Government Department,,,pdf,,,
,,,Jharkhand,JH,,JH-ED-Solar-Solar-Policy-2015-Principal,https://drive.google.com/file/d/1YtNHn49FE5vVdGYUxN4mGCQ4wFz3PeOv/view?usp=drive_link,Parent,JH-ED-Solar-Solar-Policy-2015-Principal,https://api.jreda.com/all-uploaded-img/img/65488ceb07035.pdf,39,Resolution No. 2007,Jharkhand State Solar Power Policy 2015,Jharkhand Solar Policy 2015-Principal,,10 Aug 2015,2015,,,10 Aug 2015,,Policy,Solar,Solar,Active,JSERC,Government Department,,,pdf,,,
,,,Jharkhand,JH,,JH-ED-Solar-Solar-Policy-2018-Principal,https://drive.google.com/file/d/1x_-ANY2Tc6YGYMpboGKfg2RX_JOYbP39/view?usp=drive_link,Parent ,JH-ED-Solar-Solar-Policy-2018-Principal,https://api.jreda.com/all-uploaded-img/img/6360e82e42ef4.pdf,41,Resolution No. - 3134,Jharkhand State Solar Rooftop Policy 2018,Jharkhand Solar Policy 2018-Principal,,31 Dec 2018,2018,,,31 Dec 2018,,Policy,Solar,Solar,Active,JSERC,Government Department,,,pdf,,,
,,,Jharkhand,JH,,JH-ED-Solar-Solar-Policy-2022-Principal,https://drive.google.com/file/d/12-xf1jM9FHvF477rSHp2DKY2meC2nqhL/view?usp=drive_link,Parent,JH-ED-Solar-Solar-Policy-2022-Principal,https://api.jreda.com/all-uploaded-img/img/6360e972de5e0.pdf,41,RESOLUTION NO. 02/02/2021/409,Jharkhand State Solar Rooftop Policy 2022,Jharkhand Solar Policy 2022-Principal,,5 Jul 2022,2022,,,5 Jul 2022,,Policy,Solar,Solar,Active,JSERC,Government Department,,,pdf,,,
,,,Maharashtra,MH,,MH-ED-RE-RE-Policy-2015-Principal,https://drive.google.com/file/d/1Cdvzdir2MVCvos22EnjmQBqnxtUgeouq/view?usp=drive_link,Parent,MH-ED-RE-RE-Policy-2015-Principal,https://www.mahaurja.com/meda/data/grid_bagasse/state_policy/Policy%202015_2.pdf,116,Resolution No.: NCE-2015/C.R. 49/Energy-7,Maharashtra Policy for Gridconnected Power Projects based on New and Renewable (Nonconventional) Energy Sources-2015,Maharashtra RE Policy 2015-Principal,,20 July 2015,2015,,,20 July 2015,,Policy,RE,RE,Active,MERC,Government Department,,,pdf,,,
,,,Odisha,OD,,OD-ED-RE-RE-Policy-2022-Principal,https://drive.google.com/file/d/1jTyQfJlPORBvk1woOu7EEJhH4X_V1n6I/view?usp=drive_link,Parent,OD-ED-RE-RE-Policy-2022-Principal,https://greenenergyinvest.odisha.gov.in/wp-content/uploads/2023/07/Odisha-Renewable-Energy-Policy-2022.pdf,35,Resolution No.11757/ENG-HYD-HYDRO-0009/2022/En.,Odisha Renewable Energy Policy 2022,Odisha RE Policy 2022-Principal,,30 Nov 2022,2022,,,30 Nov 2022,,Policy,RE,RE,Active,OERC,Government Department,,,pdf,,,
,,,Mizoram,MZ,,MZ-ED-Solar-Solar-Policy-2017-Principal,https://drive.google.com/file/d/1Ya5n84LC9dtOSYK9Z-CuGn44OUHjP-Lr/view?usp=drive_link,Parent,MZ-ED-Solar-Solar-Policy-2017-Principal,https://zeda.mizoram.gov.in/uploads/attachments/2024/01/92a333a70cf6493407a9abc911563ba2/solar-power-policy-of-mizoram-2017.pdf,35,RNI No. 27009/1973,Solar Power Policy of Mizoram- 2017,Mizoram Solar Policy 2017-Principal,,8 Mar 2017,2017,,,8 Mar 2017,,Policy,Solar,Solar,Active,MNRE,Government Department,,,pdf,,,
,,,West Bengal,WB,,WB-ED-RE-RE-Policy-2012-Principal,https://drive.google.com/file/d/1IO_ZSKyDfzKeWqHmS2UJTfVbkjFxGkqO/view?usp=drive_link,Parent,WB-ED-RE-RE-Policy-2012-Principal,https://wberc.gov.in/sites/default/files/policy-renewable-wb.pdf,87,,Policy on Co-generation and Generation of Electricity from Renewable Sources of Energy ,West Bengal RE Policy 2012-Principal,,5 Jun 2012,2012,,,5 Jun 2012,,Policy,RE,RE,Active,WBERC,Government Department,,,pdf,,,
,,,Madhya Pradesh,MP,,MP-ED-RE-RE-Policy-2022-Principal,https://drive.google.com/file/d/1AwnkJfnMwOjPvJjughPDkfairo4gJzDX/view?usp=drive_link,Parent,MP-ED-RE-RE-Policy-2022-Principal,https://mprenewable.nic.in/uploads/2024/policy/English-Policy.pdf,45,,Madhya Pradesh Renewable Energy Policy – 2022,Madhya Pradesh RE Policy 2022-Principal,,18 Aug 2022,2022,,,18 Aug 2022,,Policy,RE,RE,Active,MPERC,Government Department,,,pdf,,,
,,,Madhya Pradesh,MP,,MP-ED-RE-RE-Policy-2016-Principal,https://drive.google.com/file/d/1nZwvLjXOJK0R5a7PSsoitTVLaT_UmwwJ/view?usp=drive_link,Parent,MP-ED-RE-RE-Policy-2016-Principal,https://mprenewable.nic.in/uploads/MP%20Policy%20for%20Decentralized%20RE%20Sytems%20-%202016.pdf,70,,"Madhya Pradesh Policy for Decentralized Renewable Energy Systems, 2016",Madhya Pradesh RE Policy 2016-Principal,,4 Oct 2016,2016,,,4 Oct 2016,,Policy,RE,RE,Active,MPERC,Government Department,,,pdf,,,
,,,Manipur,MN,,MN-ED-Solar-Rooftop-Policy-2014-Principal,https://drive.google.com/file/d/1_nsai1BdguIeKBhXWUbG0-h9at82T0SU/view?usp=drive_link,Parent,MN-ED-Solar-Rooftop-Policy-2014-Principal,https://manireda.mn.gov.in/wp-content/uploads/2017/09/Solar-Policy-MANIPUR-GAZETTE-AFTER-INCLUSION-THE-APPRVD-AMENDMENT-.pdf,76,No.301,"Manipur Grid Interactive Rooftop Solar Photo-Voltaic(SPV) Power Policy, 2014",Manipur Rooftop Policy 2014-Principal,,24 Dec 2014,2014,,,7 Jan 2015,,Policy,Solar,Rooftop,Active,MNRE,Government Department,,,pdf,,,
,,,Manipur,MN,,MN-ED-RE-RE-Policy-2006-Principal,https://drive.google.com/file/d/1xTkvlhK8VgBbN9fjKasS1InN9WRYfSkX/view?usp=drive_link,Parent,MN-ED-RE-RE-Policy-2006-Principal,https://manireda.mn.gov.in/wp-content/uploads/2016/02/State-Policy-for-additonal-Power-Supply.pdf,52,No.220,"Manipur Non-Conventional Energy Sources Policy, 2006",Manipur RE Policy 2006-Principal,,18 Sep 2006,2006,,,18 Sep 2006,,Policy,RE,RE,Active,MNRE,Government Department,,,pdf,,,
,,,Manipur,MN,,MN-ED-Hydro-Hydro-Policy-2012-Principal,https://drive.google.com/file/d/1Ydos6DsMAlCO_WxS45TYvsMq-fFrTq0I/view?usp=drive_link,Parent,MN-ED-Hydro-Hydro-Policy-2012-Principal,https://manireda.mn.gov.in/wp-content/uploads/2016/02/Hydro-Power-Policy.pdf,31,No.264,Manipur Hydro Power Policy-2012,Manipur Hydro Policy 2012-Principal,,24 Oct 2012,2012,,,29 Oct 2012,,Policy,Hydro,Hydro,Active,MNRE,Government Department,,,pdf,,,
,,,Uttar Pradesh,UP,,UP-ED-Solar-Solar-Policy-2022-Principal,https://drive.google.com/file/d/1Qg28jy5QNYlis485LuZKsjO1REqJq8Xo/view?usp=drive_link,Parent,UP-ED-Solar-Solar-Policy-2022-Principal,https://www.upneda.org.in/MediaGallery/Solar_Policy-2022_in_Eng.pdf,38,,Uttar Pradesh Solar Energy Policy 2022,Uttar Pradesh Solar Policy 2022-Principal,,2022,2022,,,2022,,Policy,Solar,Solar,Active,UPERC,Government Department,,,pdf,,,
,,,Uttar Pradesh,UP,,UP-ED-Biomass-Biomass-Policy-2022-Principal,https://drive.google.com/file/d/1avYrmrjRgp385AN4spfKoHOv-rw0jOyw/view?usp=drive_link,Parent,UP-ED-Biomass-Biomass-Policy-2022-Principal,https://www.upneda.org.in/MediaGallery/BEPB_English.pdf,42,,Uttar Pradesh State Bio Energy Policy-2022,Uttar Pradesh Biomass Policy 2022-Principal,,2022,2022,,,2022,,Policy,Biomass,Biomass,Active,UPERC,Government Department,,,pdf,,,
,,,Uttar Pradesh,UP,,UP-ED-Green Hydrogen-Hydrogen-Policy-2024-Principal,https://drive.google.com/file/d/1jDj_8HeEDq9qnJYli0t63xlS26vI3NcF/view?usp=drive_link,Parent,UP-ED-Green Hydrogen-Hydrogen-Policy-2024-Principal,https://www.upneda.org.in/MediaGallery/GreenHPolicy2024.pdf,40,,Uttar Pradesh Green Hydrogen Policy 2024,Uttar Pradesh Green Hydrogen Policy 2024-Principal,,2024,2024,,,2024,,Policy,Green Hydrogen,Green Hydrogen,Active,UPERC,Government Department,,,pdf,,,
,,,Uttar Pradesh,UP,,UP-ED-RE-Micro Grid-Policy-2016-Principal,https://drive.google.com/file/d/1h_pw-uNo4JJ-ahrb81QYAkwqyUGEVGBl/view?usp=drive_link,Parent,UP-ED-RE-Micro Grid-Policy-2016-Principal,https://www.upneda.org.in/mediagallery/Mini-Grid-Policy-2016.pdf,35,,Mini Grid Policy Uttar Pradesh 2016,Uttar Pradesh Mini Grid Policy 2016-Principal,,2016,2016,,,2016,,Policy,RE,Micro-Grid,Active,UPERC,Government Department,,,pdf,,,
,,,Chhattisgarh,CH,,CH-ED-RE-RE-Policy-2002-Principal,https://drive.google.com/file/d/1XHQSYFay2on5macIenu8TGRJCj7vLUO_/view?usp=drive_link,Parent,CH-ED-RE-RE-Policy-2002-Principal,https://www.creda.co.in/wp-content/2.pdf,70,No.38,"Power Generation Based on Non Conventional Energy Sources Policy, 2002",Chhattisgarh RE Policy 2002-Principal,,8 Apr 2002,2002,,,8 Apr 2002,,Policy,RE,RE,Active,CSERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-RE-RE-Policy-2022-Principal,https://drive.google.com/file/d/193x1fcq2vCcNhpFvuSudw2D02ydVDQnx/view?usp=drive_link,Parent,KA-ED-RE-RE-Policy-2022-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/ECREGIONALWRKSHP/Karnataka%20Renewable%20Energy%20Policy%202022-27.pdf,43,Notification No: ENERGY/209/VSC/2021,Karnataka Renewable Energy Policy 2022-2027,Karnataka RE Policy 2022-Principal,,16 Apr 2022,2022,,,16 Apr 2022,2027,Policy,RE,RE,Active,KERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-RE-RE-Policy-2010-Principal,https://drive.google.com/file/d/1MeFpHK_vI_1Cf0or5O3ZaqbCT-a3ujHO/view?usp=drive_link,Parent,KA-ED-RE-RE-Policy-2010-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/Policy/Renewable%20Energy%20Policy%202009-14.pdf,41,No. EN 354 NCE 2008,Karnataka Renewable Energy Policy 2009-14,Karnataka RE Policy 2009-Principal,,19 Jan 2010,2010,,,19 Jan 2010,2014,Policy,RE,RE,Active,KERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-Solar-Solar-Policy-2011-Principal,https://drive.google.com/file/d/1kZCf1zKRejobJGMbMllhgnXoQYDW784z/view?usp=drive_link,Parent,KA-ED-Solar-Solar-Policy-2011-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/Policy/Solar_policy2011-16.pdf,30,No EN 61 NCE 2011,Karnataka Solar Policy 2011-16,Karnataka Solar Policy 2011-Principal,,1 Jul 2011,2011,,,1 Jul 2011,2016,Policy,Solar,Solar,Active,KERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-Solar-Solar-Policy-2014-Principal,https://drive.google.com/file/d/1nuo1h47Di8bKuz9Yk-50NJzB6V91Epk9/view?usp=drive_link,Parent ,KA-ED-Solar-Solar-Policy-2014-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/Policy/Solar%20Policy%202014-2021.pdf,32,No. En 21 VSC 2014,Karnataka Solar Policy 2014-2021,Karnataka Solar Policy 2014-Principal,,22 May 2014,2014,,,22 May 2014,2021,Policy,Solar,Solar,Active,KERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-Solar-Solar-Policy-2014-1st_Amendment-2017,https://drive.google.com/file/d/1L8hS6CtsKoqECJgcOdlIB5UYT06FKy4s/view?usp=drive_link,Child,KA-ED-Solar-Solar-Policy-2014-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/Policy/solar_policy_amen_2017.pdf,46,No. En 49 VSC 2016,"Karnataka Solar (First Amendment) Policy, 2017",Karnataka Solar Policy 2014-1st Amendment,,12 Jan 2017,2017,,,12 Jan 2017,,Policy,Solar,Solar,Active,KERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-Solar-Solar-Policy-2014-2nd_Amendment-2018,https://drive.google.com/file/d/1bxiEdR7AhRZJNT980RL58R-G2Hh6VYgR/view?usp=drive_link,Child,KA-ED-Solar-Solar-Policy-2014-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/Policy/AMMENDMENT%202.pdf,47,No. En 179 VSC 2018,"Karnataka Solar (Second Amendment) Policy, 2018",Karnataka Solar Policy 2014-2nd Amendment,,14 Nov 2018,2018,,,14 Nov 2018,,Policy,Solar,Solar,Active,KERC,Government Department,,,pdf,,,
,,,Karnataka,KA,,KA-ED-Solar-Solar-Policy-2014-3rd_Amendment-2019,https://drive.google.com/file/d/16sTUuTZssk3z3Kn0pIJF_qyqxfAvca_V/view?usp=drive_link,Child,KA-ED-Solar-Solar-Policy-2014-Principal,https://kredl.karnataka.gov.in/storage/pdf-files/Policy/Solar%20policy%20Amendment%20notification%20No%20Energy%207%20vsc%202019%20Dated-20_09_2019.pdf,46,No. Energy/7/VSC/2019,"Karnataka Solar (Third Amendment) Policy, 2019",Karnataka Solar Policy 2014-3rd Amendment,,20 Sep 2019,2019,,,20 Sep 2019,,Policy,Solar,Solar,Active,KERC,Government Department,,,pdf,,,
,,,Kerala,KL,,KL-ED-RE-RE-Policy-2002-Principal,https://drive.google.com/file/d/1qSVzPstGvyTATSfGuowY4JrBH0PYWTH1/view?usp=drive_link,Parent,KL-ED-RE-RE-Policy-2002-Principal,http://anert.gov.in/sites/default/files/inline-files/repolicy_2002.pdf,36,G.O.(MS) No. 16/2002/STED ,"Kerala Renewable Energy Policy, 2002",Kerala RE Policy 2002-Principal,,3 Apr 2002,2002,,,3 Apr 2002,,Policy,RE,RE,Active,KSERC,Government Department,,,pdf,,,
,,,Kerala,KL,,KL-ED-Solar-Solar-Policy-2013-Principal,https://drive.google.com/file/d/1fMVYuaImpFb1Bw--okyiP5GKNCsuhyEX/view?usp=drive_link,Parent,KL-ED-Solar-Solar-Policy-2013-Principal,http://anert.gov.in/sites/default/files/inline-files/go_20131125_pd-49-p_solarenergypolicy2013.pdf,31,G.O(P) No. 49/2013/PD,Kerala Solar Energy Policy 2013,Kerala Solar Policy 2013-Principal,,25 Nov 2013,2013,,,25 Nov 2013,,Policy,Solar,Solar,Active,KSERC,Government Department,,,pdf,,,
,,,Punjab,PB,,PB-ED-RE-RE-Policy-2012-Prinicpal,https://drive.google.com/file/d/1F9B5G_lxvjnffMQ-WfHW_KamDTxcbpmU/view?usp=drive_link,Parent,PB-ED-RE-RE-Policy-2012-Prinicpal,https://www.peda.gov.in/media/pdf/nrse%20pol%202012.pdf,63,No. 10/174/2012/STE(3)/4725,Kerala New and Renewable Sources of Energy (NRSE) Policy – 2012,Kerala RE Policy 2012-Principal,,26 Dec 2012,2012,,,26 Dec 2012,,Policy,RE,RE,Active,PSERC,Government Department,,,pdf,,,
