Changes to be reflected on webiste,,Check Status,State Name,State Shortname,Entity,File Name,Google drive link,Document heirarchy,Parent file name,Source Link,Title length,ID as per document,Document title,Document short name,Type of Document/ Document Type-detail,Date of issuance,Year of Issuance,Petitioner,Respondents,Start year of consideration,End year of consideration,Document type,Sector,Sub-sector,Status,Issuing authority,Type of issuing authority,Additional tags,About document,Document format,Summary available on indiaredata.org,Sharmila's Comment,Amruta's Comments
,,,Kerala,KL,,KL-KSERC-Solar-Grid Interactive-Regulation-2014-Principal ,https://drive.google.com/file/d/1SlSIO4v_xVflls1sUnLT6un0VxtYjuYd/view?usp=drive_link,Parent,KL-KSERC-Solar-Grid Interactive-Regulation-2014-Principal ,https://dev.erckerala.org/api/storage/final-regulations/4gGMpYqLerEkACx5zL6VwG8JRxSZMSdpFLLh23JY.pdf,116,No. 2096/KSERC/CT/2014,"Kerala State Electricity Regulatory Commission (Grid Interactive Distributed Solar Energy Systems) Regulations, 2014",KSERC Solar Grid Interactive Regulation 2014-Principal ,,10 Jun 2014,2014,,,10 Jun 2014,,Regulation,Solar,Grid Interactive,Active,KSERC,Commission,,,pdf,,,
,,Checked 25Nov2024/Sharmila/Final/RPO,Kerala,KL,,KL-KSERC-RPO-Regulation-2006-Principal ,https://drive.google.com/file/d/1fTSNWKa8p5TmTKy_VagfSAl34P9i2TFC/view?usp=drive_link,Parent,KL-KSERC-RPO-Regulation-2006-Principal ,https://dev.erckerala.org/api/storage/final-regulations/aAcyopt2MX7O6bPg5OxTkcN6BjtVQTcvN6Hn8dJ8.pdf,132,No.1/1/KSERC-2006/XV,"Kerala State Electricity Regulatory Commission (Power Procurement from Renewable Sources by Distribution Licensee) Regulations, 2006",KSERC RPO Regulation 2006-Principal ,,24 Jun 2006,2006,,,24 Jun 2006,,Regulation,RPO,RPO Targets,Repealed,KSERC,Commission,,,pdf,,Resolved -Document contains both Notification+SOR. File name?. Solution -Create two documents with the same link+also changed Document heirarchy,
,,Checked 25Nov2024/Sharmila/Final/RPO,Kerala,KL,,KL-KSERC-RPO-Regulation-2006-1st_Amendment-2008,https://drive.google.com/file/d/188612zU6aoEJCMtdnqA3X-g1r5H4t77O/view?usp=drive_link,Child,KL-KSERC-RPO-Regulation-2006-Principal ,https://dev.erckerala.org/api/storage/final-regulations/hgD8b2XLLkJni5O0UNImWm0fdWVC90Hnl2isWADM.pdf,151,No.KSERC/III/Regulation/2008/Thiruvananthapuram/,"Kerala State Electricity Regulatory Commission (Power Procurement from Renewable Sources by Distribution Licensees) (First Amendment) Regulations, 2008",KSERC RPO Regulation 2006-1st Amendment ,,18 Nov 2008,2008,,,18 Nov 2008,,Regulation,RPO,RPO Targets,Repealed,KSERC,Commission,,,pdf,,check file name Syntex for sor,
,,Checked 25Nov2024/Sharmila/Final/RPO,Kerala,KL,,KL-KSERC-RPO-Regulation-2008-Principal,https://drive.google.com/file/d/1A-VuBllpL_wb1rDb-C8c-ShaC-1hnWXX/view?usp=drive_link,Parent,KL-KSERC-RPO-Regulation-2008-Principal ,https://dev.erckerala.org/api/storage/final-regulations/H701dETPYK6pN3bQFveJKXHLHnJeXztzV7b2jHY4.pdf,139,No. KSERC/III/Regulations/2008/,"SOR Kerala State Electricity Regulatory Commission (Power Procurement from Cogeneration Plants by Distribution Licensees) Regulations, 2008",KSERC RPO Regulation 2008-Principal ,,19 Nov 2008,2008,,,19 Nov 2008,,Regulation,RPO,RPO Targets,Active,KSERC,Commission,,,pdf,,Resolved -Document contains both Notification+SOR. File name?. Solution -Create two documents with the same link+also changed Document heirarchy,
,,,Kerala,KL,,KL-KSERC-Solar-Grid Interactive-Regulation-2014-1st_Amendment-2016 ,https://drive.google.com/file/d/1jbHcO8EsVy_Bq9tK8ELnXYrgR2I1wsjT/view?usp=drive_link,Child,KL-KSERC-Solar-Grid Interactive-Regulation-2014-Principal ,https://dev.erckerala.org/api/storage/final-regulations/h2x50JUMFz4BzgCBsEvNGB5YdVal6ErCq1ngOXge.pdf,133,No. 2521/ADL/KSERC/2015,"Kerala State Electricity Regulatory Commission (Grid Interactive Distributed Solar Energy Systems)(First Amendment) Regulations, 2016",KSERC Solar Grid Interactive Regulation 2014-1st Amendment ,,15 Mar 2016,2016,,,15 Mar 2016,,Regulation,Solar,Grid Interactive,Active,KSERC,Commission,,,pdf,,,Document contains both Notification+SOR. File name?
,,Checked 25Nov2024/Sharmila/Final/RPO,Kerala,KL,,KL-KSERC-RPO-Regulation-2013-Principal,https://drive.google.com/file/d/10S8tJNpRbLaO7QFZWYzL5JL3qYv0Te1l/view?usp=drive_link,Parent,KL-KSERC-RPO-Regulation-2013-Principal ,https://dev.erckerala.org/api/storage/final-regulations/fgKhln76G4kMleLbnxZICxrWSUmPYSocgsmUzivs.pdf,132,No.442/CT/2012/KSERC,"Kerala State Electricity Regulatory Commission (Power Procurement from Renewable Sources by Distribution Licensee) Regulations, 2013",KSERC RPO Regulation 2013-Principal ,,1 Jan 2013,2013,,,1 Jan 2013,,Regulation,RPO,RPO Targets,Repealed,KSERC,Commission,,,pdf,,Resolved -Document contains both Notification+SOR. File name?. Solution -Create two documents with the same link+also changed Document heirarchy,
,,,Kerala,KL,,KL-KSERC-RE-Net Metering-Regulation-2020-1st_Amendment-2022 Draft,https://drive.google.com/file/d/1vbrb8dvLn043BFAHK4DwB075oqxxPm5t/view?usp=drive_link,Child,KL-KSERC-RE-Net Metering-Regulation-2020-Principal ,https://dev.erckerala.org/api/storage/draft-regulations/rrCmV4aksHjEPkGhe9g05Se24kvZ8HVUE030lN6S.pdf,126,No. 1204/ D(T) /2019/ KSERC ,"Draft Kerala State Electricity Regulatory
Commission (Renewable Energy and Net Metring) (First Amendment)
Regulations, 2022 ",KSERC RE Net Metering Regulation 2022-1st Amendment Draft ,,5 Jul 2022,2022,,,30 Jun 2022,,Regulation,RE,Net Metering,Draft,KSERC,Commission,,,pdf,,,Document contains both Notification+SOR. File name?
,,,Kerala,KL,,KL-KSERC-RE-Net Metering-Regulation-2020-2nd_Amendment-2024 Draft,https://drive.google.com/file/d/1go6mSuFY39HCislXhvGq5tWFRCg_hBSy/view?usp=drive_link,Child,KL-KSERC-RE-Net Metering-Regulation-2020-Principal ,https://dev.erckerala.org/api/storage/draft-regulations/VfYKYXvefi8xzuXGxXOAE4n70Fv2VPhLViWLfo1M.pdf,119,No. 230/Con.Engg/ 2023/ KSERC,"Kerala State Electricity Regulatory Commission (Renewable Energy and Net Metering) (Second Amendment) Regulations, 2024",KSERC RE Net Metering Regulation 2022-2nd Amendment Draft ,,29 Jan 2024,2024,,,1 Apr 2024,31.03.2030,Regulation,RE,Net Metering,Draft,KSERC,Commission,,,pdf,,Entered end year,Document contains both Notification+SOR. File name?
,,,Chhattisgarh,CH,,CH-CSERC-RE-Net Metering-Regulation-2022-Principal ,https://drive.google.com/file/d/11rasb4Sy9yA8lSgLvpGtEl7GNpA7rWr9/view?usp=sharing,Parent,CH-CSERC-RE-Net Metering-Regulation-2022-Principal ,https://cserc.gov.in/upload/upload_regulation/17-01-2023_16739545391.pdf,136,No. 96/CSERC/2022,"Chhattisgarh State Electricity Regulatory Commission (Group Net Metering and Virtual Net Metering for Renewable Energy) Guidelines, 2022",CSERC RE Net Metering Regulation 2022-Principal ,,22 Dec 2022,2022,,,22 Dec 2022,,Regulation,RE,Net Metering,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2022-Principal ,https://drive.google.com/file/d/1TmLgpuiDGeN4vRY3G6Xx5P-zlaUVFABp/view?usp=sharing,Parent,CH-CSERC-RE-Generic_Tariff-Regulation-2022-Principal ,https://cserc.gov.in/upload/upload_regulation/20-01-2023_16742138251.pdf,222,No. 95/CSERC/2022,"Chhattisgarh State Electricity Regulatory Commission (Terms and conditions for determination of generation tariff and related matters for electricity generated by plants based on renewable energy sources) Regulations, 2022",CSERC RE Generic Tariff Regulation 2022 Principal ,,28 Nov 2022,2022,,,1 Apr 2022,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2021-Principal ,https://drive.google.com/file/d/1J2OBMmpTbY6q2Eb6HDW8cSKwCaRX_-rW/view?usp=sharing,Parent,CH-CSERC-RPO-Regulation-2021-Principal ,https://cserc.gov.in/upload/upload_regulation/16-11-2021_16370579171.pdf,135,No. 91/CSERC/2021,"Chhattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation and REC framework Implementation) Regulations, 2021",CSERC RPO Regulation 2021-Principal,,29 Oct 2021,2021,,,1 Apr 2021,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2021-1st_Amendment-2022 ,https://drive.google.com/file/d/1W9zX0ckJYtEeNhCV73egZ0u0QbtAyxnX/view?usp=sharing,Child,CH-CSERC-RPO-Regulation-2021-Principal ,https://cserc.gov.in/upload/upload_regulation/17-01-2023_16739544521.pdf,151,No. 97/CSERC/2022,"Chhattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation and REC framework Implementation)(First Amendment)Regulations, 2022",CSERC RPO Regulation 2021-1st Amendment,,20 Dec 2022,2022,,,31 Dec 2022,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2019-Principal ,https://drive.google.com/file/d/14QHWV-au2ohx2cXnJL0Q_4nmKSP7XllF/view?usp=sharing,Parent,CH-CSERC-RE-Generic_Tariff-Regulation-2019-Principal ,https://cserc.gov.in/upload/upload_regulation/09-06-2020_15916920871.pdf,221,No. 83/CSERC/2019,"Chhattisgarh State Electricity Regulatory Commission (Terms and conditions for determination of generation tariff and related matters for electricity generated by plants based on renewable energy sources) Regulations,2019",CSERC RE Generic Tariff Regulation 2019-Principal ,,24 Dec 2019,2019,,,1 Apr 2019,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
20062025,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2019-Principal-Corrigendum,https://drive.google.com/file/d/1ouy2fqeKt3vkj5icKmksV9czi9tWtDuQ/view?usp=sharing,Child,CH-CSERC-RE-Generic_Tariff-Regulation-2019-Principal ,https://cserc.gov.in/upload/upload_regulation/16-11-2021_16370583391.pdf,221,No. 89/CSERC/2021,"Chhattisgarh State Electricity Regulatory Commission (Terms and conditions for determination of generation tariff and related matters for electricity generated by plants based on renewable energy sources) Regulations,2019",CSERC RE Generic Tariff Regulation 2019-Principal Corrigendum,,29 Oct 2021,2021,,,11 Nov 2021,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Grid Interactive-Regulation-2019-Principal,https://drive.google.com/file/d/1NbBXSduIsJdXoNMeu-n2w_v2h_lgbbtw/view?usp=sharing,Parent,CH-CSERC-RE-Grid Interactive-Regulation-2019-Principal,https://cserc.gov.in/upload/upload_regulation/09-06-2020_15916919941.pdf,124,No. 82/CSERC/2019,"Chhattisgarh State Electricity Regulatory Commission (Grid Interactive Distributed Renewable Energy Sources)Regulations,2019",CSERC RE Grid Interactive Regulation 2019-Principal ,,4 Oct 2019,2019,,,5 Oct 2019,,Regulation,RE,Grid Interactive,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Grid Interactive-Regulation-2019-1st_Amendment-2021,https://drive.google.com/file/d/1gT4WJmuak4syelvYzKsKmm4Gs-g2wpNU/view?usp=sharing,Child,CH-CSERC-RE-Grid Interactive-Regulation-2019-Principal,https://cserc.gov.in/upload/upload_regulation/03-01-2022_16411995101.pdf,144,No. 93/CSERC/2021,"Chhattisgarh State Electricity Regulatory Commission (Grid Interactive Distributed Renewable Energy Sources) (First Amendment) Regulations, 2021",CSERC RE Grid Interactive Regulation 2019-1st Amendment ,,8 Dec 2021,2021,,,27 Dec 2021,,Regulation,RE,Grid Interactive,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Grid Interactive-Regulation-2019-2nd_Amendment-2023,https://drive.google.com/file/d/18pMsyACPGnJ2axO9wdKBaCQLpzdDQqdu/view?usp=sharing,Child,CH-CSERC-RE-Grid Interactive-Regulation-2019-Principal,https://cserc.gov.in/upload/upload_regulation/19-10-2023_16977014311.pdf,145,No. 106/CSERC/2023,"Chhattisgarh State Electricity Regulatory Commission (Grid Interactive Distributed Renewable Energy Sources) (Second Amendment) Regulations, 2023",CSERC RE Grid Interactive Regulation 2019-2nd Amendment ,,6 Oct 2023,2023,,,1 Sep 2023,,Regulation,RE,Grid Interactive,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2016-Principal,https://drive.google.com/file/d/105vggOm-JBLv2e9zupbUKQDty579BCuL/view?usp=sharing,Parent,CH-CSERC-RPO-Regulation-2016-Principal,https://cserc.gov.in/upload/upload_regulation/060817_104229_.pdf,135,No. 75/CSERC/2016,"Chiattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation and REC framework Implementation) Regulations, 2016",CSERC RPO Regulation 2016-Principal ,,1 Dec 2016,2016,,,1 Apr 2016,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2016-1st_Amendment-2020,https://drive.google.com/file/d/1ElRa7ys2N_jd27S3SYEHFLeoz7-_Nfyl/view?usp=sharing,Child,CH-CSERC-RPO-Regulation-2016-Principal,https://cserc.gov.in/upload/upload_regulation/14-08-2020_15973979611.pdf,153,No. 87ICSERC/202,"Chhattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation and REC Framework Implementation) (First Amendment) Regulations, 2020",CSERC RPO Regulation 2016-1st Amendment ,,13 Jul 2020,2020,,,13 Jul 2020,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2013-Principal ,https://drive.google.com/file/d/16KEPNHyjs3e0UC2ryQOQoOxG0O77M5yl/view?usp=sharing,Parent,CH-CSERC-RPO-Regulation-2013-Principal ,https://cserc.gov.in/upload/upload_regulation/032417_073052_.pdf,135,No. 48/CSERC/2013,"Chhattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation and REC framework Implementation) Regulations, 2013",CSERC RPO Regulation 2013-Principal  ,,18 Sep 2013,2013,,,1 Apr 2013,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2012-Principal ,https://drive.google.com/file/d/1Z1Tve-M53DVwgggh7noRUzAgPHJ5fdch/view?usp=sharing,Parent,CH-CSERC-RE-Generic_Tariff-Regulation-2012-Principal ,https://cserc.gov.in/upload/upload_regulation/061217_070002_.pdf,222,No. 42/CSERC/2012,"Chhattisgarh State Electricity Regulatory Commission (Terms and conditions for determination of generation tariff and related matters for electricity generated by plants based on renewable energy sources) Regulations, 2012",CSERC RE Generic Tariff Regulation 2012-Principal ,,27 Jul 2012,2012,,,1 Apr 2012,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2012-1st_Amendment-2013 ,https://drive.google.com/file/d/1CbwI1WeRCgZRhcIGntR53IiILUJRs5n0/view?usp=sharing,Child,CH-CSERC-RE-Generic_Tariff-Regulation-2012-Principal ,https://cserc.gov.in/upload/upload_regulation/061217_064853_.pdf,240,No. 47/CSERC/2013 ,"Chhattisgarh State Electricity Regulatory Commission (Terms and Conditions for determination of generation tariff and related matters for electricity generated by plants based on renewable energy sources) (First Amendment) Regulations, 2013",CSERC RE Generic Tariff Regulation 2012-1st Amendment ,,14 Mar 2013,2013,,,1 Apr 2012,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2012-1st_Amendment-2013-Corrigendum,https://drive.google.com/file/d/1COyCi4rXn0EVGQPHJir-ubMqL_ck9XHN/view?usp=sharing,Child,CH-CSERC-RE-Generic_Tariff-Regulation-2012-Principal ,https://cserc.gov.in/upload/upload_regulation/032417_102446.pdf,252,No. 63/CSERC/2013,"Chhattisgarh State Electricity Regulatory Commission (Terms and Conditions for determination of generation tariff and related matters for electricity generated by plants based on renewable energy sources) (First Amendment) Regulations, 2013 Corrigendum",CSERC RE Generic Tariff Regulation 2012-1st Amendment Corrigendum,,14 Mar 2013,2013,,,30 Dec 2014,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2012-2nd_Amendment-2016,https://drive.google.com/file/d/1kexhalBvFlMNke4BHSWu5I2DLp-YTxmg/view?usp=sharing,Child,CH-CSERC-RE-Generic_Tariff-Regulation-2012-Principal ,https://cserc.gov.in/upload/upload_regulation/060817_110215_.pdf,239,No. 68/CSERC/201,"Chhattisgarh State Electricity Regulatory Commission (Terms and conditions for determination of generation tariff and related matters for electricity generated by plants based renewable energy sources) (Second Amendment) Regulations, 201 6",CSERC RE Generic Tariff Regulation 2012-2nd Amendment ,,21 Mar 2016,2016,,,1 Apr 2016,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-RE-Generic_Tariff-Regulation-2012-2nd_Amendment-2016-Corrigendum,https://drive.google.com/file/d/1ipCd7lf_BpyoVB8ifq6uNfWVV1AjjEGc/view?usp=sharing,Child,CH-CSERC-RE-Generic_Tariff-Regulation-2012-Principal ,https://cserc.gov.in/upload/upload_regulation/060817_103222.pdf,230,No.69lCSERC/2016,"attisgarhStateElectricityRegulatoryCommission(Terms and conditions for determination of generation tariff and related matters for electricity generated by plants based renewable energy sources) (Second Amendment) Regulations, 2016",CSERC RE Generic Tariff Regulation 2012-2nd Amendment Corrigendum,,23 Mar 2016,2016,,,23 May 2016,,Regulation,RE,Generic Tariff,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2011-Principal,https://drive.google.com/file/d/16reKv6IH-i3Im5CIoh1g-2kDtRQTC_X6/view?usp=sharing,Parent,CH-CSERC-RPO-Regulation-2011-Principal,https://cserc.gov.in/upload/upload_regulation/032417_065849_.pdf,135,No. 36/CSERC/2011,"Chhattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation and REC framework Implementation) Regulations, 2011",CSERC RPO Regulation 2011-Principal ,,4 Mar 2011,2011,,,4 Mar 2011,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2011-1st_Amendment-2013,https://drive.google.com/file/d/1flyWUstIiKd7V3tbrLAyJDH8GCC10-aS/view?usp=sharing,Child,CH-CSERC-RPO-Regulation-2011-Principal,https://cserc.gov.in/upload/upload_regulation/032417_073259_.pdf,153,No. 49/RPO-REC/2013,"Chhattisgarh State Electricity Regulatory Commission (Renewable Purchase Obligation And REC Framework Implementation) (First Amendment) Regulations, 2013",CSERC RPO Regulation 2011-1st Amendment ,,21 May 2013,2013,,,21 May 2013,,Regulation,RPO,RPO Targets,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-Solar-Rooftop-Regulation-2013-Principal ,https://drive.google.com/file/d/1WRGO0hDuQJKfhr2RuDTD8-0J7C67KmQb/view?usp=sharing,Parent,CH-CSERC-Solar-Rooftop-Regulation-2013-Principal ,https://cserc.gov.in/upload/upload_regulation/032417_074643_.pdf,193,No. 52/CSERC/2013,"Chhattisgarh State Electricity Regulatory Commission (Determination of tariff for procurement of power from Rooftop PV Solar Power Projects by distribution licensees of State) Regulations, 2013",CSERC Solar Rooftop Regulation 2013-Principal ,,7 October 2013,2013,,,7 October 2013,,Regulation,Solar,Rooftop,Active,CSERC,Commission,,,pdf,,,
,,,Chhattisgarh,CH,,CH-CSERC-Solar-Rooftop-Regulation-2013-1st_Amendment-2016 ,https://drive.google.com/file/d/1c3CV-p2Ntzs1EoPaQDhVYbxsa_oE206v/view?usp=sharing,Child,CH-CSERC-Solar-Rooftop-Regulation-2013-Principal ,https://cserc.gov.in/upload/upload_regulation/070517_055241_.pdf,211,No. 77/CSERC/2016,"Chhattisgarh State Electricity Regulatory Commission (Determination of tariff for procurement of power from Rooftop PV Solar Power Projects by distribution licensees of State) (First Amendment) Regulations, 2016",CSERC Solar Rooftop Regulation 2013-1st Amendment ,,16 June 2017,2017,,,16 June 2017,,Regulation,Solar,Rooftop,Active,CSERC,Commission,,,pdf,,,
,,Checked 13Nov2024/Sharmila/Final/RPO,Chhattisgarh,CH,,CH-CSERC-RPO-Regulation-2008-Principal-Repealed-SOR,https://drive.google.com/file/d/1x5WIuaqspFYfrrQgQh-fMyVPQkzNrj2V/view?usp=sharing,Parent,CH-CSERC-RPO-Regulation-2008-Principal-Repealed-SOR,https://cserc.gov.in/upload/upload_regulation/051617_112716_.pdf,161,No. 25/CSERC/2008,"Repealed Chhattisgarh State Electricity Regulatory Commission (Procurement of Power from renewable sources of energy by distribution licensees) Regulations, 2008",CSERC RPO Regulation 2008-Principal Repealed SOR,,14 Jul 2008,2008,,,14 Jul 2008,,Regulation,RPO,RPO Targets,Repealed,CSERC,Commission,,,pdf,,resolved issue -need confirmation from SA,
,,Checked 2Dec2024/Sharmila/Final/RPO,Tamil Nadu,TN,,TN-TNERC-RPO-Regulation-2023-Principal ,https://drive.google.com/file/d/1sobrIbkeSsyvN9IYFIS0OuC0m0D9Yfhf/view?usp=drive_link,Parent,TN-TNERC-RPO-Regulation-2023-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-060220241536Eng.pdf,101,No. TNERC/RPO/01/2023,"Tamil Nadu Electricity Regulatory Commission (Renewable Energy Purchase Obligation) Regulations, 2023",TNERC RPO Regulation 2023-Principal ,,26 Oct 2023,2023,,,15 Nov 2023,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,Checked 29Nov2024/Sharmila/Final/RPO,Tamil Nadu,TN,,TN-TNERC-RPO-Regulation-2010-Principal ,https://drive.google.com/file/d/1tFn0DkjR03hgPYzpnQQk7-Bs7BS0BT33/view?usp=drive_link,Parent,TN-TNERC-RPO-Regulation-2010-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201105Eng.pdf,101,No. TNERC/RPO/ 19/1,"Tamil Nadu Electricity Regulatory Commission (Renewable Energy Purchase Obligation) Regulations, 2010",TNERC RPO Regulation 2010-Principal ,,7 Dec 2010,2010,,,22 Dec 2010,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,Checked 29Nov2024/Sharmila/Final/RPO,Tamil Nadu,TN,,TN-TNERC-RPO-Regulation-2010-1st_Amendment-2011,https://drive.google.com/file/d/1z8AxIv8gEDa2vCdbMXr7BRum6JPrLcRO/view?usp=drive_link,Child,TN-TNERC-RPO-Regulation-2010-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201106Eng.pdf,118,No. TNERC/RPO/ 19/2,"Tamil Nadu Electricity Regulatory Commission (Renewable Energy Purchase Obligation)(First Amendment) Regulations, 2011",TNERC RPO Regulation 2010-1st Amendment  ,,29 Jul 2011,2011,,,10 Aug 2011,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,Checked 29Nov2024/Sharmila/Final/RPO,Tamil Nadu,TN,,TN-TNERC-RPO-Regulation-2010-3rd_Amendment-2016,https://drive.google.com/file/d/1D4wqtZZAbnlXGmiJDBngUMrRoasSlBiY/view?usp=drive_link,Child,TN-TNERC-RPO-Regulation-2010-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201107Eng.pdf,118,No. TNERC/RPO/ 19/4,"Tamil Nadu Electricity Regulatory Commission (Renewable Energy Purchase Obligation)(Third Amendment) Regulations, 2016",TNERC RPO Regulation 2010-3rd Amendment  ,,7 Mar 2016,2016,,,30 Mar 2016,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,,Tamil Nadu,TN,,TN-TNERC-RE-Procurement-Regulation-2008-Principal ,https://drive.google.com/file/d/1yyZhCsjoMzY_ompYQf1onew8KwLmPRgP/view?usp=drive_link,Parent,TN-TNERC-RE-Procurement-Regulation-2008-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201055Eng.pdf,127,No. TNERC/NCES Regn./16/1,"Tamil Nadu Electricity Regulatory Commission (The Power Procurement from New and Renewable
Sources of Energy) Regulations, 2008",TNERC RE Procurement Regulation 2008-Principal ,,8 Feb 2008,2008,,,27 February 2008,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,,Tamil Nadu,TN,,TN-TNERC-RE-Procurement-Regulation-2008-1st_Amendment-2008,https://drive.google.com/file/d/1OmHJ-1Cb_dVWWLkmI3q-6ndad-2deVnM/view?usp=drive_link,Child,TN-TNERC-RE-Procurement-Regulation-2008-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201056Eng.pdf,144,No. TNERC/NCES Regn./16/2,"Tamil Nadu Electricity Regulatory Commission (The Power Procurement from New and Renewable Sources of Energy (First Amendment) Regulations, 2008",TNERC RE Procurement Regulation 2008-1st Amendment,,1 Dec 2008,2008,,,1 Dec 2008,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,,Tamil Nadu,TN,,TN-TNERC-RE-Procurement-Regulation-2008-2nd_Amendment-2008,https://drive.google.com/file/d/15rsPm0AB6r8Ha-UVUcxn5r-5600tyc7b/view?usp=drive_link,Child,TN-TNERC-RE-Procurement-Regulation-2008-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201057Eng.pdf,145,No. TNERC / NCES Regn. /16 /3,"Tamil Nadu Electricity Regulatory Commission (The Power Procurement from New and Renewable Sources of Energy (Second Amendment) Regulations, 2008",TNERC RE Procurement Regulation 2008-2nd Amendment,,24 Dec 2008,2008,,,18 Feb 2009,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
,,,Tamil Nadu,TN,,TN-TNERC-RE-Procurement-Regulation-2008-3rd_Amendment-2009,https://drive.google.com/file/d/1s1oVUb6ib2RFBpQO5zUsxi-GkmRBva0q/view?usp=drive_link,Child,TN-TNERC-RE-Procurement-Regulation-2008-Principal ,http://www.tnerc.gov.in/Regulation/files/Reg-020520201058Eng.pdf,144,No. TNERC / NCES Regn. / 16 / 4,"Tamil Nadu Electricity Regulatory Commission (The Power Procurement from New and Renewable Sources of Energy (Third Amendment) Regulations, 2009",TNERC RE Procurement Regulation 2008-3rd Amendment,,27 Apr 2009,2009,,,20 Mar 2009,,Regulation,RPO,RPO Targets,Active,TNERC,Commission,,,pdf,,,
